max_depth,estimators,samples,rmse_train,rmse_test,std_train,std_test,rmse_ratio,train_rmse_std_ratio,test_rmse_std_ratio,train_score,test_score,test_size,1st_feature,2nd_feature,3rd_feature,4th_feature,5th_feature,is_nan_mean
6,20,200000,15463.950341042777,15491.057363501153,23137.630926483864,23106.84394640765,0.9982501502755878,0.6683463138545608,0.6704099183527614,0.5533105771721808,0.550535559226218,0.15,Enclosure_code,YearMade,Hydraulics_Flow_code,fiProductClassDesc_code,ModelID,True
6,20,200000,15173.438605713727,15129.765403402042,23049.554000206128,22916.117354970218,1.0028865749829714,0.6582964080596976,0.6602237704163522,0.5666431306552667,0.5640936753190988,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,20,200000,15256.693892154713,15160.650451849802,23079.852834659447,23010.338794899228,1.0063350474710795,0.6610394789538454,0.6588625481346894,0.5630238940903892,0.5658914604946743,0.25,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,Hydraulics_Flow_code,True
6,20,200000,15489.282107206347,15503.65568738609,23067.48413726884,23002.17456968577,0.9990728909058889,0.6714768725983942,0.6740082612805718,0.5491155889625439,0.5457052921470762,0.3,Enclosure_code,YearMade,Hydraulics_Flow_code,fiProductClassDesc_code,ModelID,True
6,40,10000,13701.29339726341,14831.881878567972,22748.587170937728,23096.902828740484,0.9237730929519968,0.6022920585928688,0.6421589071289686,0.6372039654854628,0.5872191571520806,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,40,10000,14319.624831902469,15157.599833990145,23050.99392245739,23707.32933108797,0.9447158513705739,0.621215071249123,0.6393634484215661,0.6140464289504706,0.5909416752726652,0.15,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,10000,14344.917181616394,14913.667703391659,23030.64501380376,23294.602332308743,0.9618638062020171,0.6228621548818348,0.6402198883089306,0.6119942352953691,0.5899134513393699,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,10000,13726.29175124055,14609.263433296624,22924.932147067768,23204.858910220017,0.9395608350764861,0.5987495039542013,0.6295777746298784,0.6414512250112661,0.6034732149780813,0.25,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,Hydraulics_Flow_code,True
6,40,10000,13739.855931388305,14001.529317444592,23004.4473599016,22627.126239423877,0.981311085373348,0.5972695503799782,0.618793971858845,0.6432181153482341,0.6169663425053235,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,ProductSize_code,Hydraulics_Flow_code,True
6,40,20000,14812.480166049121,16261.13186957036,23202.423285117682,24242.118546863745,0.9109132306938537,0.6384022903137893,0.670780148118453,0.5924198723816851,0.549828907343858,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,40,20000,14780.141927285673,15372.198369721558,23000.87334045906,23183.446150105767,0.9614852457536553,0.642590466392729,0.6630678748185773,0.5870532015130288,0.5601943915140801,0.15,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,40,20000,14369.784579807256,14902.266218989038,22955.810601411882,23469.049008620976,0.9642684118403901,0.6259759164820541,0.634975290797464,0.608129660088208,0.5967055564657925,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,40,20000,14559.39508059028,14829.660578398927,23110.55213838708,23423.40980022569,0.9817753416283634,0.629989062719399,0.6331128006075375,0.6030873200086001,0.5990879993067417,0.25,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,Hydraulics_Flow_code,True
6,40,20000,14288.90694258235,14905.194647460747,22904.06582381239,23453.132561525694,0.9586528241022745,0.623858971262944,0.6355310792005825,0.6107721819877403,0.5960329195233969,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,50000,14871.747525555826,15279.32953119396,23114.060420042013,23077.459408999683,0.973324614486125,0.6434069676767243,0.6620888920396224,0.5860182743511393,0.5615506091595772,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,40,50000,14986.90634787645,15544.600654991806,23093.756117783083,23186.863691252525,0.9641229569357728,0.6489592369227435,0.6704054874336524,0.5788419992126319,0.5504965486253303,0.15,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,ModelID,True
6,40,50000,14907.562951433603,15176.973259428662,22963.81559732611,23036.194910719878,0.982248745952841,0.6491762176129575,0.6588316047094248,0.578559702478296,0.5658975063866429,0.2,Enclosure_code,YearMade,fiModelDesc_code,Hydraulics_Flow_code,fiProductClassDesc_code,True
6,40,50000,14986.97152994786,15053.847197913554,22961.262832918273,23008.901159650868,0.9955575696307742,0.652706762646429,0.6542618916679278,0.5739625209961782,0.5719071296814793,0.25,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,Hydraulics_Flow_code,True
6,40,50000,14827.600358225582,15070.687393008095,22809.09284951677,22995.412075657918,0.9838702092052356,0.6500740935227382,0.6553780094665649,0.5773915984048303,0.5704510281095172,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,100000,15261.65229190692,15166.833074354074,23034.081785248276,22619.051520671885,1.006251747948171,0.6625682948508477,0.6705335570986645,0.5609983768626275,0.5503397827828904,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,100000,15046.668699409727,15037.640320215794,22960.386380961154,22892.114804266264,1.0006003853664325,0.6553316851795876,0.6568917047984278,0.5705353298741509,0.5684645191349574,0.15,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,100000,15336.126292053525,15353.634975836621,22964.782508198707,22975.142871681164,0.9988596391792138,0.6678106481774143,0.6682715777476751,0.5540233634729053,0.5533907679130288,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,Hydraulics_Flow_code,ModelID,True
6,40,100000,15111.351268488572,15198.124195086959,23047.74172049779,23041.902808665287,0.9942905502360325,0.6556543131967288,0.6595863337020696,0.570111689742389,0.5649284655320833,0.25,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,Hydraulics_Flow_code,True
6,40,100000,14982.889653984437,14909.850212815643,22936.86466568976,22991.543653933,1.0048987374203138,0.653223091837686,0.6484927866191847,0.5732934964828209,0.5794430871391225,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,200000,15174.25308997999,15186.283488114863,23085.30436842803,23209.210626696517,0.9992078115659906,0.6573122384616523,0.6543214128380033,0.5679382208253143,0.5718420808057196,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,40,200000,15509.40413357699,15474.867007955303,23029.933568170505,22915.55569492701,1.002231820512831,0.6734454568732416,0.6752996616783372,0.5464685487847247,0.5439551654426381,0.15,Enclosure_code,YearMade,Hydraulics_Flow_code,fiProductClassDesc_code,ModelID,True
6,40,200000,15304.925280119242,15148.97651555352,22999.27794210439,22966.602351167097,1.0102943432782807,0.6654524250129077,0.6596089523352457,0.5571703023588304,0.5649051526280153,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,Hydraulics_Flow_code,fiModelDesc_code,True
6,40,200000,15207.304755939218,15220.863421893728,23019.02218539002,23027.396862689468,0.9991092052021827,0.6606407793286357,0.6609893212269943,0.5635508510270596,0.5630843789114557,0.25,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,Hydraulics_Flow_code,True
6,40,200000,15461.508943283681,15523.042018824986,23110.13373300816,23031.608896081376,0.9960360169439287,0.6690358923020873,0.6739886079546138,0.5523877775813897,0.5457317852104888,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,Hydraulics_Flow_code,fiModelDesc_code,True
6,80,10000,14242.564476765436,14303.301179569766,23035.058367472033,22535.27671601701,0.9957536584008254,0.6182994741996166,0.6347071464804181,0.6176632783465162,0.5967435817884734,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,80,10000,14226.104543249232,14595.802177206418,23096.651461180914,22852.154112992463,0.9746709615909617,0.6159379669022317,0.6387057476086273,0.6205757827851435,0.5917828231871625,0.15,Enclosure_code,YearMade,fiProductClassDesc_code,Hydraulics_Flow_code,fiModelDesc_code,True
6,80,10000,14011.043781494189,14919.027132684178,22446.125518548386,23508.85347970332,0.9391392385632972,0.6242076731646246,0.6346131318383824,0.6103160702711892,0.5970647052509054,0.2,Enclosure_code,YearMade,fiModelDesc_code,Hydraulics_Flow_code,ModelID,True
6,80,10000,14263.392552247687,15904.718856784652,23003.315200404242,24016.9578896435,0.8968025578247297,0.6200581276214062,0.6622287023138356,0.6154766485904479,0.5612776568944912,0.25,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,80,10000,14313.363814448241,15177.7628902208,22657.668957416314,23020.844944339344,0.9430483212826114,0.6317227002190439,0.6593052047793276,0.600869411372442,0.5651717041856175,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,Hydraulics_Flow_code,True
6,80,20000,14721.062061425793,14915.441584387352,23228.27633433663,23587.184322349778,0.9869679002219401,0.6337561104206748,0.6323536281630016,0.5983308775532103,0.5999288533757763,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,80,20000,14824.157892013049,14556.102313221116,22971.21014742308,22769.623015267032,1.018415340386036,0.6453363926791653,0.6392772644264356,0.5835164412509746,0.5911883086236609,0.15,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,80,20000,14650.66901279388,14898.770895439613,22961.933095458702,23291.058180236243,0.9833474932672684,0.6380416209683765,0.6396777158060619,0.5928774447523437,0.5907100974254956,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,80,20000,14595.428698318263,14563.372172935111,23236.446674923605,22817.8140647715,1.0022011746319803,0.6281265333941705,0.6382457202778048,0.605430753429784,0.5925609127296121,0.25,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,80,20000,14730.328156843254,15435.089100230804,22985.38111743739,23496.495268319017,0.9543403385098042,0.64085638091371,0.6569102721052347,0.5892737614537142,0.5683969605627204,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,80,50000,15046.918318094557,14900.949335929057,23101.87178747487,22849.50331422065,1.0097959518467416,0.651328968341541,0.6521344963614716,0.5757611474690877,0.574635525760522,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,Hydraulics_Flow_code,fiModelDesc_code,True
6,80,50000,15157.464189086797,15653.424392881552,23085.925018787853,23549.65567207034,0.9683161849224318,0.6565673316859214,0.6646986525347103,0.5689091956497856,0.558116783556348,0.15,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,Hydraulics_Flow_code,True
6,80,50000,14831.388204741354,15025.374646718456,22913.60092115944,23168.96623969319,0.9870894106444481,0.6472744400049923,0.6485129500934275,0.5810253249493473,0.5793888924503647,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,80,50000,15223.450431358677,15199.017967165972,23046.10161357906,22927.552222672668,1.0016075028166613,0.6605651006237352,0.6629149862816982,0.5636421116275979,0.5605085616480677,0.25,Enclosure_code,YearMade,fiProductClassDesc_code,Hydraulics_Flow_code,ModelID,True
6,80,50000,14886.537540847463,14750.105945742773,23161.24298242235,22695.48759420046,1.0092495332309168,0.6427348287026404,0.6499135955780027,0.5868801365479175,0.5775841572266877,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,80,100000,15114.222714881806,15191.463889748526,23067.831337165535,23009.524388323494,0.9949154883671979,0.6552077867211842,0.6602250282694955,0.5706979861975516,0.5640593179783417,0.1,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,Hydraulics_Flow_code,True
6,80,100000,15217.97662155031,15399.782137881291,23110.195659901747,23187.866471418325,0.9881942799772624,0.6584962258867786,0.664131051335114,0.5663776190530929,0.558900540021851,0.15,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,Hydraulics_Flow_code,True
6,80,100000,15166.888930711079,15424.349170496778,23117.596256182333,23398.849694429504,0.9833081942751813,0.6560755176548687,0.6591926257883014,0.569559534628079,0.5654433542740381,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,Hydraulics_Flow_code,True
6,80,100000,15003.29019686455,15304.744457291692,22958.075217267207,23195.402153319406,0.9803032150410378,0.6535081906857891,0.6598180258367061,0.5729213503245905,0.5646227576912595,0.25,Enclosure_code,YearMade,fiModelDesc_code,fiProductClassDesc_code,ModelID,True
6,80,100000,15140.66313723009,15168.188976754474,23089.7377001037,23046.0366844008,0.9981852916279875,0.6557312748148756,0.6581690893090258,0.5700103525204085,0.5667990098451224,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,80,200000,15209.003852433447,15143.11733042066,23070.206691738702,22929.543462477784,1.0043509219782922,0.6592487035618843,0.6604194869907054,0.5653887323449324,0.5638242924175545,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,80,200000,15461.167420403763,15469.3219765178,23088.517940864072,23050.997045901197,0.9994728562682698,0.6696474611321518,0.6710912307052883,0.5515696399736161,0.5496215474553767,0.15,Enclosure_code,YearMade,Hydraulics_Flow_code,fiProductClassDesc_code,ModelID,True
6,80,200000,15314.366663426894,15550.913208346421,22960.06697728402,23096.97667463877,0.9847888968480276,0.667000086653861,0.6732878258227549,0.5551081038293909,0.5466721704031277,0.2,Enclosure_code,YearMade,fiProductClassDesc_code,Hydraulics_Flow_code,fiModelDesc_code,True
6,80,200000,15110.254370085528,15239.790086184712,23033.129864548075,22923.41073117656,0.9915001640201979,0.6560226273608952,0.6648133763732689,0.5696314432667965,0.5580143348818719,0.25,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,ModelID,True
6,80,200000,15331.389768634876,15181.012451845758,23148.23541133429,22862.986005278646,1.0099056184339559,0.6623135412355458,0.6639995514295788,0.5613376397934582,0.5590972473221069,0.3,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,Hydraulics_Flow_code,True
6,160,10000,14290.502794203298,15119.424969888683,23034.416845831398,23840.89602470429,0.945175019728843,0.6203978546472075,0.6341802319099799,0.6150637312526147,0.5974128463009051,0.1,Enclosure_code,YearMade,fiProductClassDesc_code,fiModelDesc_code,Hydraulics_Flow_code,True
6,160,10000,13960.56130370974,14539.934293670281,22704.673665966977,22812.02851630929,0.9601529843079991,0.6148761047658585,0.6373801559679387,0.6218828914222498,0.5934755204585918,0.15,Enclosure_code,YearMade,fiProductClassDesc_code,ModelID,fiModelDesc_code,True
6,160,10000,14230.998028767826,15389.216072781317,22669.602409622203,22953.603807752206,0.9247383337438472,0.6277568424723419,0.6704487975689404,0.6058720807392478,0.5502735466116679,0.2,Enclosure_code,YearMade,Hydraulics_Flow_code,fiModelDesc_code,fiProductClassDesc_code,True
